ro;komponen;kegiatan;mak;detail;modal;week;01-Jan;02-Feb;03-Mar;04-Apr;05-May;06-Jun;07-Jul;08-Aug;09-Sep;10-Oct;11-Nov;12-Dec
4130.AFA;4130.AFA.001.051;051.H - Automatic Adjusment (Pemblokiran) Tahap 2;524111 - Belanja Perjalanan Dinas Biasa;Blokir Tahap 2;RM;4;;;;;;;;;;;;6260000
4130.AFA;4130.AFA.001.051;051.H - Automatic Adjusment (Pemblokiran) Tahap 2;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Blokir Tahap 2;RM;4;;;;;;;;;;;;33690000
4130.AFA;4130.AFA.001.051;051.H - Automatic Adjusment (Pemblokiran) Tahap 2;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;Blokir Tahap 2;RM;4;;;;;;;;;;;;261012000
4130.AFA;4130.AFA.001.051;051.H - Automatic Adjusment (Pemblokiran) Tahap 2;524219 - Belanja Perjalanan Dinas Lainnya - Luar Negeri;Blokir Tahap 2;RM;4;;;;;;;;;;;;82318000
4130.AFA;4130.AFA.001.051;051.H - Automatic Adjusment (Pemblokiran) Tahap 2;532111 - Belanja Modal Peralatan dan Mesin;Blokir Tahap 2;RM;4;;;;;;;;;;;;25650000
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;3;;;;;;;22000000;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullboard;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullboard;RM;2;;;;;;;83510000;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullboard;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.A - Partisipasi Aktif pada Sidang Codex dan Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullboard;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521211 - Belanja Bahan;Makan Siang dan Snack;RM;1;;;;;;;;;;;2275000;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521211 - Belanja Bahan;Makan Siang dan Snack;RM;2;;;2275000;2275000;;2275000;2275000;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521211 - Belanja Bahan;Makan Siang dan Snack;RM;3;;;2275000;;2275000;2275000;2275000;2275000;2275000;2275000;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521211 - Belanja Bahan;Makan Siang dan Snack;RM;4;;;2275000;2275000;2275000;2275000;2275000;2275000;1725000;2275000;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521213 - Belanja Honor Output Kegiatan;Honor Panitia Diseminasi;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521213 - Belanja Honor Output Kegiatan;Honor Panitia Diseminasi;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521213 - Belanja Honor Output Kegiatan;Honor Panitia Diseminasi;RM;3;;;;;;;;1300000;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;521213 - Belanja Honor Output Kegiatan;Honor Panitia Diseminasi;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;2;;;4000000;;;4000000;;;;4000000;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;3;;;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Penyusunan Sidang Codex dan eWG;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Penyusunan Sidang Codex dan eWG;RM;2;;;;;;;;19990000;;;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Penyusunan Sidang Codex dan eWG;RM;3;;;;19990000;;;;;;19990000;;
4130.AFA;4130.AFA.001.052;052.B - Persiapan Posisi Indonesia pada Pertemuan Internasional;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Pertemuan Penyusunan Sidang Codex dan eWG;RM;4;;;;;;19990000;;;;;19990000;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Makan Siang dan Snack;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Makan Siang dan Snack;RM;2;;;;;;;;;13500000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Makan Siang dan Snack;RM;3;;;;;;;;13500000;13500000;13500000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Makan Siang dan Snack;RM;4;;;;;;;;13500000;13500000;13500000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Spanduk Advokasi dan KIE;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Spanduk Advokasi dan KIE;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Spanduk Advokasi dan KIE;RM;3;;;1053000;;;;;1890000;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Spanduk Advokasi dan KIE;RM;4;;;1053000;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Perlengkapan Peserta KIE;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Perlengkapan Peserta KIE;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Perlengkapan Peserta KIE;RM;3;;;;;;;;61250000;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Perlengkapan Peserta KIE;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Pencetakan Leaflet;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Pencetakan Leaflet;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Pencetakan Leaflet;RM;3;;;;;46725000;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521211 - Belanja Bahan;Pencetakan Leaflet;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521213 - Belanja Honor Output Kegiatan;Honor Tim Pelaksana;RM;1;;;3000000;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521213 - Belanja Honor Output Kegiatan;Honor Tim Pelaksana;RM;2;;;;3000000;;;1600000;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521213 - Belanja Honor Output Kegiatan;Honor Tim Pelaksana;RM;3;;;;;;1000000;;;33250000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521213 - Belanja Honor Output Kegiatan;Honor Tim Pelaksana;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521219 - Belanja Barang Non Opeasional Lainnya;Pengiriman Paket;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521219 - Belanja Barang Non Opeasional Lainnya;Pengiriman Paket;RM;2;;;;;;;;;10000000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521219 - Belanja Barang Non Opeasional Lainnya;Pengiriman Paket;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;521219 - Belanja Barang Non Opeasional Lainnya;Pengiriman Paket;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522141 - Belanja Sewa;Belanja Sewa KIE Kendaraan dan Gedung Pertemuan;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522141 - Belanja Sewa;Belanja Sewa KIE Kendaraan dan Gedung Pertemuan;RM;2;;;;;;;;;5750000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522141 - Belanja Sewa;Belanja Sewa KIE Kendaraan dan Gedung Pertemuan;RM;3;;;;;;;;5750000;5750000;5750000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522141 - Belanja Sewa;Belanja Sewa KIE Kendaraan dan Gedung Pertemuan;RM;4;;;;;;;;5750000;5750000;5750000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522151 - Belanja Jasa Profesi;Honor Narsumber KIE Jawa Timur dan Advokasi;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522151 - Belanja Jasa Profesi;Honor Narsumber KIE Jawa Timur dan Advokasi;RM;2;;;;;;;;;6800000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522151 - Belanja Jasa Profesi;Honor Narsumber KIE Jawa Timur dan Advokasi;RM;3;;;;;;;;6800000;6800000;6800000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;522151 - Belanja Jasa Profesi;Honor Narsumber KIE Jawa Timur dan Advokasi;RM;4;;;;4000000;;;;6800000;6800000;6800000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524111 - Belanja Perjalanan Dinas Biasa;Kegiatan Advokasi;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524111 - Belanja Perjalanan Dinas Biasa;Kegiatan Advokasi;RM;2;;;;;;39000000;;;53170857;53170857;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524111 - Belanja Perjalanan Dinas Biasa;Kegiatan Advokasi;RM;3;;;;;;126407000;;;53170857;53170857;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524111 - Belanja Perjalanan Dinas Biasa;Kegiatan Advokasi;RM;4;;;;;;;;;53170857;53170857;53170857;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullday;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullday;RM;2;;;;;;;21300000;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullday;RM;3;;;;;63900000;;;;21300000;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Paket Pertemuan Fullday;RM;4;;;;63900000;;;35650000;;63900000;21300000;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;Advokasi Peraturan di Ternate;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;Advokasi Peraturan di Ternate;RM;2;;;;;;;;;;37500000;37500000;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;Advokasi Peraturan di Ternate;RM;3;;;;;;;3000000;;;37500000;37500000;
4130.AFA;4130.AFA.001.052;052.C - Advokasi dan Sosialisasi Standar Pangan;524119 - Belanja Perjalanan Dinas Paket Meeting Luar Kota;Advokasi Peraturan di Ternate;RM;4;;;;;;;30730000;6650000;37500000;37500000;37500000;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Snack Pertemuan;RM;1;;;660000;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Snack Pertemuan;RM;2;;;;;;;;660000;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Snack Pertemuan;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Snack Pertemuan;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521219 - Belanja Barang Non Opeasional Lainnya;Pelatihan-Pelatihan Individu (PBJ, Graphic Design, TOEFL, Kompetensi dan Profesionalitas SDM;RM;1;;;350000;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521219 - Belanja Barang Non Opeasional Lainnya;Pelatihan-Pelatihan Individu (PBJ, Graphic Design, TOEFL, Kompetensi dan Profesionalitas SDM;PNP;2;;;;;;;;;;;5000000;1150000
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521219 - Belanja Barang Non Opeasional Lainnya;Pelatihan-Pelatihan Individu (PBJ, Graphic Design, TOEFL, Kompetensi dan Profesionalitas SDM;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;521219 - Belanja Barang Non Opeasional Lainnya;Pelatihan-Pelatihan Individu (PBJ, Graphic Design, TOEFL, Kompetensi dan Profesionalitas SDM;RM;4;;;;;;5940000;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;3;;;7000000;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522151 - Belanja Jasa Profesi;Honor Narasumber;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Pelatihan-Pelatihan Kolektf;RM;1;;;;;22500000;;;;;;;30750000
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Pelatihan-Pelatihan Kolektf;RM;2;;;;;;40000000;;;;;10250000;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Pelatihan-Pelatihan Kolektf;RM;3;;;;;;;;30000000;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Pelatihan-Pelatihan Kolektf;PNP;4;;;;;;;;;;;25500000;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pelatihan Graphic Design;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pelatihan Graphic Design;RM;2;;;;;;;;;;;;1080000
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pelatihan Graphic Design;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524111 - Belanja Perjalanan Dinas Biasa;Pelatihan Graphic Design;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Perjadin Workshop;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Perjadin Workshop;RM;2;;;;;;;;;;;1400000;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Perjadin Workshop;RM;3;;;;;;;;73898000;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524114 - Belanja Perjalanan Dinas Paket Meeting Dalam Kota;Perjadin Workshop;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524219 - Belanja Perjalanan Dinas Lainnya - Luar Negeri;International Short Course In Food Safety;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524219 - Belanja Perjalanan Dinas Lainnya - Luar Negeri;International Short Course In Food Safety;RM;2;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524219 - Belanja Perjalanan Dinas Lainnya - Luar Negeri;International Short Course In Food Safety;RM;3;;;;;;;;;;;;15201000
4130.AFA;4130.AFA.001.053;053.A - Peningkatan Kompetensi Pegawai Direktorat Standardisasi Pangan Olahan;524219 - Belanja Perjalanan Dinas Lainnya - Luar Negeri;International Short Course In Food Safety;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Makan Siang, Snack, dan Penjilidan;RM;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Makan Siang, Snack, dan Penjilidan;RM;2;;;;;;;;;;;;11128000
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Makan Siang, Snack, dan Penjilidan;RM;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;521211 - Belanja Bahan;Makan Siang, Snack, dan Penjilidan;RM;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Paket Motivasi;PNP;1;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Paket Motivasi;PNP;2;;;;;;;;;;;;35000000
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Paket Motivasi;PNP;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.B - Evaluasi dan Perencanaan Direktorat Standardisasi Pangan Olahan;522191 - Belanja Jasa Lainnya;Paket Motivasi;PNP;4;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Keperluan Sehari-hari;PNP;1;;3000000;1500000;1500000;1500000;1500000;1500000;1500000;1500000;1500000;3000000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Biaya Langganan Internet;PNP;2;;2000000;2000000;2000000;2000000;2000000;2000000;2000000;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Biaya Langganan Fax;PNP;3;;350000;175000;175000;175000;175000;175000;175000;175000;175000;175000;175000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521111 - Belanja Keperluan Perkantoran;Pengiriman Paket;RM;4;;;1344000;;;1344000;;;1344000;;1344000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-19;Masker Medis;RM;1;;15000000;7500000;7500000;7500000;7500000;7500000;7500000;7500000;7500000;7500000;7500000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-20;Handsanitizer;RM;2;;;900000;;;900000;;;900000;;900000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-21;Penambah Daya Tahan Tubuh;RM;3;;14500000;14500000;9500000;14500000;;;14500000;14500000;14500000;13900000;14500000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521131 - Belanja Barang Operasional - Penanganan Pandemi COVID-22;Penambah Daya Tahan Tubuh;RM;4;;;9500000;14500000;9500000;;14500000;;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521211 - Belanja Bahan;Penjilidan dan Pelaporan;RM;1;;;;;;;;;;;;600000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521211 - Belanja Bahan;Makan Siang dan Snack;RM;2;;;4368000;4368000;4368000;4368000;;;3616000;3616000;4368000;3616000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521211 - Belanja Bahan;Pengadaan ATK dan Keperluan Kantor;RM;3;;2400000;1200000;1200000;1200000;1200000;1200000;1200000;1200000;1200000;1200000;1200000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521211 - Belanja Bahan;Pencetakan;RM;4;;;1500000;;;2000000;;;;;500000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521811 - Belanja Barang Persediaan Barang Konsumsi;Pengadaan ATK dan Keperluan Kantor;PNP;1;;;;3650000;3650000;;;3650000;;3650000;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521811 - Belanja Barang Persediaan Barang Konsumsi;Pengadaan ATK dan Keperluan Kantor;PNP;2;;;10950000;;;3650000;3650000;;3650000;;3650000;3650000
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521811 - Belanja Barang Persediaan Barang Konsumsi;Pencetakan Buku;PNP;3;;;;;;;;;;;;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;521811 - Belanja Barang Persediaan Barang Konsumsi;Pencetakan Buku;PNP;4;;;;;13000000;;;30000000;;;35072000;
4130.AFA;4130.AFA.001.053;053.C - Pelaksanaan Operasional Kegiatan Standardisasi Pangan Olahan;522141 - Belanja Sewa;Sewa Mesin Fotocopy;PNP;1;;;3600000;;;;;;;;;
